STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,CEN23_YEAR_001,Census year,CEN23_GEO_002,Area,CEN23_ETH_002,Ethnicity,CEN23_AGE_001,Age,CEN23_SAB_002,Sex at birth,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,09,40-44 years,11,,4794,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,09,40-44 years,22,,5115,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,10,45-49 years,11,,5109,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,10,45-49 years,22,,5520,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,11,50-54 years,11,,6111,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,11,50-54 years,22,,6615,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,12,55-59 years,11,,6441,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,12,55-59 years,22,,7050,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,13,60-64 years,11,,6897,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,13,60-64 years,22,,7431,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,4,65 years and over,11,,20676,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,100,Northland,999,Total - ethnicity,4,65 years and over,22,,21612,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,04,15-19 years,11,,19977,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,04,15-19 years,22,,18909,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,05,20-24 years,11,,19134,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,05,20-24 years,22,,17826,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,06,25-29 years,11,,20679,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,06,25-29 years,22,,20526,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,07,30-34 years,11,,24594,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,07,30-34 years,22,,25182,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,08,35-39 years,11,,24495,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,08,35-39 years,22,,25413,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,09,40-44 years,11,,23244,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,09,40-44 years,22,,23334,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,10,45-49 years,11,,20214,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,10,45-49 years,22,,20889,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,11,50-54 years,11,,20304,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,11,50-54 years,22,,21339,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,12,55-59 years,11,,18255,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,12,55-59 years,22,,19029,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,13,60-64 years,11,,16449,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,13,60-64 years,22,,17601,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,4,65 years and over,11,,42366,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,101,Waitematā,999,Total - ethnicity,4,65 years and over,22,,49989,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,04,15-19 years,11,,14595,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,04,15-19 years,22,,14706,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,05,20-24 years,11,,18342,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,05,20-24 years,22,,19185,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,06,25-29 years,11,,21762,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,06,25-29 years,22,,21384,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,07,30-34 years,11,,21324,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,07,30-34 years,22,,20961,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,08,35-39 years,11,,18255,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,08,35-39 years,22,,17883,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,09,40-44 years,11,,16056,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,09,40-44 years,22,,15771,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,10,45-49 years,11,,14247,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,10,45-49 years,22,,14838,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,11,50-54 years,11,,14439,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,11,50-54 years,22,,15327,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,12,55-59 years,11,,13155,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,12,55-59 years,22,,13476,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,13,60-64 years,11,,11583,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,13,60-64 years,22,,12159,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,4,65 years and over,11,,28581,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,102,Auckland,999,Total - ethnicity,4,65 years and over,22,,33087,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,04,15-19 years,11,,21513,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,04,15-19 years,22,,20253,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,05,20-24 years,11,,20232,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,05,20-24 years,22,,19149,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,06,25-29 years,11,,21609,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,06,25-29 years,22,,21450,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,07,30-34 years,11,,23991,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,07,30-34 years,22,,24252,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,08,35-39 years,11,,21978,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,08,35-39 years,22,,22185,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,09,40-44 years,11,,19533,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,09,40-44 years,22,,19842,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,10,45-49 years,11,,17058,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,10,45-49 years,22,,17547,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,11,50-54 years,11,,17379,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,11,50-54 years,22,,18225,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,12,55-59 years,11,,16044,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,12,55-59 years,22,,16404,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,13,60-64 years,11,,14094,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,13,60-64 years,22,,14628,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,4,65 years and over,11,,32313,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,103,Counties Manukau,999,Total - ethnicity,4,65 years and over,22,,36729,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,04,15-19 years,11,,14529,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,04,15-19 years,22,,13950,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,05,20-24 years,11,,13470,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,05,20-24 years,22,,12855,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,06,25-29 years,11,,14412,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,06,25-29 years,22,,13842,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,07,30-34 years,11,,15666,,,
DATAFLOW,STATSNZ:CEN23_POP_006(1.0),"Ethnicity (grouped total responses level 1), age, and sex at birth for the census usually resident population count, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,200,Waikato,999,Total - ethnicity,07,30-34 years,22,,15885,,,
