"birth_year","group","DHB","category","sub_category","number","denominator","percent","population","rate"
2016,"DHB","Southern","parity_summary","Unknown",1,3304,NA,NA,NA
2016,"DHB","Tairawhiti","parity_summary","0",251,768,32.7,NA,NA
2016,"DHB","Tairawhiti","parity_summary","1",229,768,29.8,NA,NA
2016,"DHB","Tairawhiti","parity_summary","2",155,768,20.2,NA,NA
2016,"DHB","Tairawhiti","parity_summary","3+",133,768,17.3,NA,NA
2016,"DHB","Taranaki","parity_summary","0",549,1425,38.5,NA,NA
2016,"DHB","Taranaki","parity_summary","1",459,1425,32.2,NA,NA
2016,"DHB","Taranaki","parity_summary","2",259,1425,18.2,NA,NA
2016,"DHB","Taranaki","parity_summary","3+",158,1425,11.1,NA,NA
2016,"DHB","Taranaki","parity_summary","Unknown",2,1425,NA,NA,NA
2016,"DHB","Unknown","parity_summary","0",84,297,NA,NA,NA
2016,"DHB","Unknown","parity_summary","1",91,297,NA,NA,NA
2016,"DHB","Unknown","parity_summary","2",53,297,NA,NA,NA
2016,"DHB","Unknown","parity_summary","3+",69,297,NA,NA,NA
2016,"DHB","Unknown","parity_summary","Unknown",30,297,NA,NA,NA
2016,"DHB","Waikato","parity_summary","0",1937,5216,37.1,NA,NA
2016,"DHB","Waikato","parity_summary","1",1715,5216,32.9,NA,NA
2016,"DHB","Waikato","parity_summary","2",851,5216,16.3,NA,NA
2016,"DHB","Waikato","parity_summary","3+",713,5216,13.7,NA,NA
2016,"DHB","Waikato","parity_summary","Unknown",1,5216,NA,NA,NA
2016,"DHB","Wairarapa","parity_summary","0",158,459,34.4,NA,NA
2016,"DHB","Wairarapa","parity_summary","1",166,459,36.2,NA,NA
2016,"DHB","Wairarapa","parity_summary","2",74,459,16.1,NA,NA
2016,"DHB","Wairarapa","parity_summary","3+",61,459,13.3,NA,NA
2016,"DHB","Waitemata","parity_summary","0",3352,7720,43.4,NA,NA
2016,"DHB","Waitemata","parity_summary","1",2859,7720,37,NA,NA
2016,"DHB","Waitemata","parity_summary","2",964,7720,12.5,NA,NA
2016,"DHB","Waitemata","parity_summary","3+",545,7720,7.1,NA,NA
2016,"DHB","Waitemata","parity_summary","Unknown",94,7720,NA,NA,NA
2016,"DHB","West Coast","parity_summary","0",101,315,32.1,NA,NA
2016,"DHB","West Coast","parity_summary","1",116,315,36.8,NA,NA
2016,"DHB","West Coast","parity_summary","2",54,315,17.1,NA,NA
2016,"DHB","West Coast","parity_summary","3+",44,315,14,NA,NA
2016,"DHB","Whanganui","parity_summary","0",252,752,33.5,NA,NA
2016,"DHB","Whanganui","parity_summary","1",225,752,29.9,NA,NA
2016,"DHB","Whanganui","parity_summary","2",138,752,18.4,NA,NA
2016,"DHB","Whanganui","parity_summary","3+",137,752,18.2,NA,NA
2017,"DHB","Auckland","parity_summary","0",2406,5203,46.2,NA,NA
2017,"DHB","Auckland","parity_summary","1",1761,5203,33.8,NA,NA
2017,"DHB","Auckland","parity_summary","2",618,5203,11.9,NA,NA
2017,"DHB","Auckland","parity_summary","3+",418,5203,8,NA,NA
2017,"DHB","Auckland","parity_summary","Unknown",340,5203,NA,NA,NA
2017,"DHB","Bay of Plenty","parity_summary","0",1178,3081,38.2,NA,NA
2017,"DHB","Bay of Plenty","parity_summary","1",990,3081,32.1,NA,NA
2017,"DHB","Bay of Plenty","parity_summary","2",543,3081,17.6,NA,NA
2017,"DHB","Bay of Plenty","parity_summary","3+",370,3081,12,NA,NA
2017,"DHB","Canterbury","parity_summary","0",2751,6365,43.2,NA,NA
2017,"DHB","Canterbury","parity_summary","1",2245,6365,35.3,NA,NA
2017,"DHB","Canterbury","parity_summary","2",854,6365,13.4,NA,NA
2017,"DHB","Canterbury","parity_summary","3+",515,6365,8.1,NA,NA
2017,"DHB","Capital & Coast","parity_summary","0",1540,3370,45.7,NA,NA
2017,"DHB","Capital & Coast","parity_summary","1",1188,3370,35.3,NA,NA
2017,"DHB","Capital & Coast","parity_summary","2",425,3370,12.6,NA,NA
2017,"DHB","Capital & Coast","parity_summary","3+",217,3370,6.4,NA,NA
2017,"DHB","Capital & Coast","parity_summary","Unknown",2,3370,NA,NA,NA
2017,"DHB","Counties Manukau","parity_summary","0",2839,7311,38.8,NA,NA
2017,"DHB","Counties Manukau","parity_summary","1",2309,7311,31.6,NA,NA
2017,"DHB","Counties Manukau","parity_summary","2",1104,7311,15.1,NA,NA
2017,"DHB","Counties Manukau","parity_summary","3+",1059,7311,14.5,NA,NA
2017,"DHB","Counties Manukau","parity_summary","Unknown",46,7311,NA,NA,NA
2017,"DHB","Hawke's Bay","parity_summary","0",726,2055,35.3,NA,NA
2017,"DHB","Hawke's Bay","parity_summary","1",661,2055,32.2,NA,NA
2017,"DHB","Hawke's Bay","parity_summary","2",348,2055,16.9,NA,NA
2017,"DHB","Hawke's Bay","parity_summary","3+",320,2055,15.6,NA,NA
2017,"DHB","Hawke's Bay","parity_summary","Unknown",7,2055,NA,NA,NA
2017,"DHB","Hutt Valley","parity_summary","0",800,1846,43.3,NA,NA
2017,"DHB","Hutt Valley","parity_summary","1",650,1846,35.2,NA,NA
2017,"DHB","Hutt Valley","parity_summary","2",266,1846,14.4,NA,NA
2017,"DHB","Hutt Valley","parity_summary","3+",130,1846,7,NA,NA
2017,"DHB","Hutt Valley","parity_summary","Unknown",32,1846,NA,NA,NA
2017,"DHB","Lakes","parity_summary","0",540,1545,35,NA,NA
2017,"DHB","Lakes","parity_summary","1",489,1545,31.7,NA,NA
2017,"DHB","Lakes","parity_summary","2",260,1545,16.8,NA,NA
2017,"DHB","Lakes","parity_summary","3+",256,1545,16.6,NA,NA
2017,"DHB","MidCentral","parity_summary","0",753,2074,36.3,NA,NA
2017,"DHB","MidCentral","parity_summary","1",695,2074,33.5,NA,NA
2017,"DHB","MidCentral","parity_summary","2",358,2074,17.3,NA,NA
2017,"DHB","MidCentral","parity_summary","3+",268,2074,12.9,NA,NA
2017,"DHB","Nelson Marlborough","parity_summary","0",591,1361,43.4,NA,NA
2017,"DHB","Nelson Marlborough","parity_summary","1",456,1361,33.5,NA,NA
2017,"DHB","Nelson Marlborough","parity_summary","2",212,1361,15.6,NA,NA
2017,"DHB","Nelson Marlborough","parity_summary","3+",102,1361,7.5,NA,NA
2017,"DHB","Northland","parity_summary","0",745,2151,34.6,NA,NA
2017,"DHB","Northland","parity_summary","1",607,2151,28.2,NA,NA
2017,"DHB","Northland","parity_summary","2",423,2151,19.7,NA,NA
2017,"DHB","Northland","parity_summary","3+",376,2151,17.5,NA,NA
2017,"DHB","Northland","parity_summary","Unknown",11,2151,NA,NA,NA
2017,"DHB","South Canterbury","parity_summary","0",262,631,41.5,NA,NA
2017,"DHB","South Canterbury","parity_summary","1",217,631,34.4,NA,NA
2017,"DHB","South Canterbury","parity_summary","2",96,631,15.2,NA,NA
2017,"DHB","South Canterbury","parity_summary","3+",56,631,8.9,NA,NA
2017,"DHB","Southern","parity_summary","0",1365,3420,39.9,NA,NA
2017,"DHB","Southern","parity_summary","1",1217,3420,35.6,NA,NA
2017,"DHB","Southern","parity_summary","2",564,3420,16.5,NA,NA
2017,"DHB","Southern","parity_summary","3+",274,3420,8,NA,NA
2017,"DHB","Tairawhiti","parity_summary","0",222,693,32,NA,NA
2017,"DHB","Tairawhiti","parity_summary","1",215,693,31,NA,NA
2017,"DHB","Tairawhiti","parity_summary","2",138,693,19.9,NA,NA
2017,"DHB","Tairawhiti","parity_summary","3+",118,693,17,NA,NA
2017,"DHB","Taranaki","parity_summary","0",478,1399,34.2,NA,NA
2017,"DHB","Taranaki","parity_summary","1",491,1399,35.1,NA,NA
2017,"DHB","Taranaki","parity_summary","2",243,1399,17.4,NA,NA
2017,"DHB","Taranaki","parity_summary","3+",187,1399,13.4,NA,NA
2017,"DHB","Taranaki","parity_summary","Unknown",1,1399,NA,NA,NA
2017,"DHB","Unknown","parity_summary","0",49,248,NA,NA,NA
2017,"DHB","Unknown","parity_summary","1",108,248,NA,NA,NA
2017,"DHB","Unknown","parity_summary","2",41,248,NA,NA,NA
2017,"DHB","Unknown","parity_summary","3+",50,248,NA,NA,NA
2017,"DHB","Unknown","parity_summary","Unknown",26,248,NA,NA,NA
2017,"DHB","Waikato","parity_summary","0",1946,5179,37.6,NA,NA
2017,"DHB","Waikato","parity_summary","1",1658,5179,32,NA,NA
2017,"DHB","Waikato","parity_summary","2",859,5179,16.6,NA,NA
2017,"DHB","Waikato","parity_summary","3+",716,5179,13.8,NA,NA
2017,"DHB","Waikato","parity_summary","Unknown",1,5179,NA,NA,NA
2017,"DHB","Wairarapa","parity_summary","0",218,521,41.8,NA,NA
2017,"DHB","Wairarapa","parity_summary","1",176,521,33.8,NA,NA
2017,"DHB","Wairarapa","parity_summary","2",81,521,15.5,NA,NA
2017,"DHB","Wairarapa","parity_summary","3+",46,521,8.8,NA,NA
2017,"DHB","Waitemata","parity_summary","0",3292,7527,43.7,NA,NA
2017,"DHB","Waitemata","parity_summary","1",2704,7527,35.9,NA,NA
2017,"DHB","Waitemata","parity_summary","2",974,7527,12.9,NA,NA
2017,"DHB","Waitemata","parity_summary","3+",557,7527,7.4,NA,NA
2017,"DHB","Waitemata","parity_summary","Unknown",62,7527,NA,NA,NA
2017,"DHB","West Coast","parity_summary","0",131,355,36.9,NA,NA
2017,"DHB","West Coast","parity_summary","1",117,355,33,NA,NA
2017,"DHB","West Coast","parity_summary","2",52,355,14.6,NA,NA
2017,"DHB","West Coast","parity_summary","3+",55,355,15.5,NA,NA
2017,"DHB","Whanganui","parity_summary","0",260,801,32.5,NA,NA
2017,"DHB","Whanganui","parity_summary","1",255,801,31.8,NA,NA
2017,"DHB","Whanganui","parity_summary","2",155,801,19.4,NA,NA
2017,"DHB","Whanganui","parity_summary","3+",131,801,16.4,NA,NA
2018,"DHB","Auckland","parity_summary","0",2613,5285,49.4,NA,NA
2018,"DHB","Auckland","parity_summary","1",1738,5285,32.9,NA,NA
2018,"DHB","Auckland","parity_summary","2",575,5285,10.9,NA,NA
2018,"DHB","Auckland","parity_summary","3+",359,5285,6.8,NA,NA
2018,"DHB","Auckland","parity_summary","Unknown",22,5285,NA,NA,NA
2018,"DHB","Bay of Plenty","parity_summary","0",1160,2980,38.9,NA,NA
2018,"DHB","Bay of Plenty","parity_summary","1",1015,2980,34.1,NA,NA
2018,"DHB","Bay of Plenty","parity_summary","2",454,2980,15.2,NA,NA
2018,"DHB","Bay of Plenty","parity_summary","3+",351,2980,11.8,NA,NA
2018,"DHB","Canterbury","parity_summary","0",2697,6224,43.3,NA,NA
2018,"DHB","Canterbury","parity_summary","1",2158,6224,34.7,NA,NA
2018,"DHB","Canterbury","parity_summary","2",888,6224,14.3,NA,NA
2018,"DHB","Canterbury","parity_summary","3+",481,6224,7.7,NA,NA
2018,"DHB","Canterbury","parity_summary","Unknown",1,6224,NA,NA,NA
2018,"DHB","Capital & Coast","parity_summary","0",1434,3086,46.5,NA,NA
2018,"DHB","Capital & Coast","parity_summary","1",1063,3086,34.4,NA,NA
2018,"DHB","Capital & Coast","parity_summary","2",395,3086,12.8,NA,NA
2018,"DHB","Capital & Coast","parity_summary","3+",194,3086,6.3,NA,NA
2018,"DHB","Counties Manukau","parity_summary","0",3015,7540,40,NA,NA
2018,"DHB","Counties Manukau","parity_summary","1",2366,7540,31.4,NA,NA
2018,"DHB","Counties Manukau","parity_summary","2",1088,7540,14.4,NA,NA
2018,"DHB","Counties Manukau","parity_summary","3+",1071,7540,14.2,NA,NA
2018,"DHB","Counties Manukau","parity_summary","Unknown",16,7540,NA,NA,NA
2018,"DHB","Hawke's Bay","parity_summary","0",710,1962,36.2,NA,NA
2018,"DHB","Hawke's Bay","parity_summary","1",580,1962,29.6,NA,NA
2018,"DHB","Hawke's Bay","parity_summary","2",340,1962,17.3,NA,NA
2018,"DHB","Hawke's Bay","parity_summary","3+",332,1962,16.9,NA,NA
2018,"DHB","Hutt Valley","parity_summary","0",782,1780,43.9,NA,NA
2018,"DHB","Hutt Valley","parity_summary","1",622,1780,34.9,NA,NA
2018,"DHB","Hutt Valley","parity_summary","2",244,1780,13.7,NA,NA
2018,"DHB","Hutt Valley","parity_summary","3+",132,1780,7.4,NA,NA
2018,"DHB","Hutt Valley","parity_summary","Unknown",28,1780,NA,NA,NA
2018,"DHB","Lakes","parity_summary","0",539,1516,35.6,NA,NA
2018,"DHB","Lakes","parity_summary","1",459,1516,30.3,NA,NA
2018,"DHB","Lakes","parity_summary","2",262,1516,17.3,NA,NA
2018,"DHB","Lakes","parity_summary","3+",256,1516,16.9,NA,NA
2018,"DHB","Lakes","parity_summary","Unknown",2,1516,NA,NA,NA
2018,"DHB","MidCentral","parity_summary","0",805,2094,38.4,NA,NA
2018,"DHB","MidCentral","parity_summary","1",699,2094,33.4,NA,NA
2018,"DHB","MidCentral","parity_summary","2",333,2094,15.9,NA,NA
2018,"DHB","MidCentral","parity_summary","3+",257,2094,12.3,NA,NA
2018,"DHB","Nelson Marlborough","parity_summary","0",604,1465,41.2,NA,NA
2018,"DHB","Nelson Marlborough","parity_summary","1",503,1465,34.3,NA,NA
2018,"DHB","Nelson Marlborough","parity_summary","2",224,1465,15.3,NA,NA
2018,"DHB","Nelson Marlborough","parity_summary","3+",134,1465,9.1,NA,NA
2018,"DHB","Northland","parity_summary","0",687,2112,32.5,NA,NA
2018,"DHB","Northland","parity_summary","1",669,2112,31.7,NA,NA
2018,"DHB","Northland","parity_summary","2",370,2112,17.5,NA,NA
2018,"DHB","Northland","parity_summary","3+",386,2112,18.3,NA,NA
2018,"DHB","Northland","parity_summary","Unknown",11,2112,NA,NA,NA
2018,"DHB","South Canterbury","parity_summary","0",233,602,38.7,NA,NA
2018,"DHB","South Canterbury","parity_summary","1",213,602,35.4,NA,NA
2018,"DHB","South Canterbury","parity_summary","2",112,602,18.6,NA,NA
2018,"DHB","South Canterbury","parity_summary","3+",44,602,7.3,NA,NA
2018,"DHB","Southern","parity_summary","0",1341,3260,41.1,NA,NA
2018,"DHB","Southern","parity_summary","1",1157,3260,35.5,NA,NA
2018,"DHB","Southern","parity_summary","2",477,3260,14.6,NA,NA
2018,"DHB","Southern","parity_summary","3+",285,3260,8.7,NA,NA
2018,"DHB","Tairawhiti","parity_summary","0",231,689,33.5,NA,NA
2018,"DHB","Tairawhiti","parity_summary","1",202,689,29.3,NA,NA
2018,"DHB","Tairawhiti","parity_summary","2",122,689,17.7,NA,NA
2018,"DHB","Tairawhiti","parity_summary","3+",134,689,19.4,NA,NA
2018,"DHB","Taranaki","parity_summary","0",583,1560,37.4,NA,NA
2018,"DHB","Taranaki","parity_summary","1",553,1560,35.4,NA,NA
2018,"DHB","Taranaki","parity_summary","2",250,1560,16,NA,NA
2018,"DHB","Taranaki","parity_summary","3+",174,1560,11.2,NA,NA
2018,"DHB","Unknown","parity_summary","0",70,352,NA,NA,NA
2018,"DHB","Unknown","parity_summary","1",123,352,NA,NA,NA
2018,"DHB","Unknown","parity_summary","2",76,352,NA,NA,NA
2018,"DHB","Unknown","parity_summary","3+",83,352,NA,NA,NA
2018,"DHB","Unknown","parity_summary","Unknown",37,352,NA,NA,NA
2018,"DHB","Waikato","parity_summary","0",1961,5193,37.8,NA,NA
2018,"DHB","Waikato","parity_summary","1",1680,5193,32.4,NA,NA
2018,"DHB","Waikato","parity_summary","2",817,5193,15.7,NA,NA
2018,"DHB","Waikato","parity_summary","3+",735,5193,14.2,NA,NA
2018,"DHB","Wairarapa","parity_summary","0",170,494,34.4,NA,NA
2018,"DHB","Wairarapa","parity_summary","1",169,494,34.2,NA,NA
2018,"DHB","Wairarapa","parity_summary","2",96,494,19.4,NA,NA
2018,"DHB","Wairarapa","parity_summary","3+",59,494,11.9,NA,NA
2018,"DHB","Waitemata","parity_summary","0",3162,7238,43.7,NA,NA
2018,"DHB","Waitemata","parity_summary","1",2635,7238,36.4,NA,NA
2018,"DHB","Waitemata","parity_summary","2",932,7238,12.9,NA,NA
2018,"DHB","Waitemata","parity_summary","3+",509,7238,7,NA,NA
2018,"DHB","Waitemata","parity_summary","Unknown",24,7238,NA,NA,NA
2018,"DHB","West Coast","parity_summary","0",125,326,38.3,NA,NA
2018,"DHB","West Coast","parity_summary","1",102,326,31.3,NA,NA
2018,"DHB","West Coast","parity_summary","2",46,326,14.1,NA,NA
2018,"DHB","West Coast","parity_summary","3+",53,326,16.3,NA,NA
2018,"DHB","Whanganui","parity_summary","0",268,767,34.9,NA,NA
2018,"DHB","Whanganui","parity_summary","1",227,767,29.6,NA,NA
2018,"DHB","Whanganui","parity_summary","2",146,767,19,NA,NA
2018,"DHB","Whanganui","parity_summary","3+",126,767,16.4,NA,NA
2019,"DHB","Auckland","parity_summary","0",2591,5339,48.5,NA,NA
2019,"DHB","Auckland","parity_summary","1",1770,5339,33.2,NA,NA
2019,"DHB","Auckland","parity_summary","2",595,5339,11.1,NA,NA
2019,"DHB","Auckland","parity_summary","3+",383,5339,7.2,NA,NA
2019,"DHB","Auckland","parity_summary","Unknown",14,5339,NA,NA,NA
2019,"DHB","Bay of Plenty","parity_summary","0",1161,3076,37.7,NA,NA
2019,"DHB","Bay of Plenty","parity_summary","1",1061,3076,34.5,NA,NA
2019,"DHB","Bay of Plenty","parity_summary","2",520,3076,16.9,NA,NA
2019,"DHB","Bay of Plenty","parity_summary","3+",334,3076,10.9,NA,NA
2019,"DHB","Canterbury","parity_summary","0",2775,6411,43.3,NA,NA
2019,"DHB","Canterbury","parity_summary","1",2254,6411,35.2,NA,NA
2019,"DHB","Canterbury","parity_summary","2",881,6411,13.7,NA,NA
2019,"DHB","Canterbury","parity_summary","3+",501,6411,7.8,NA,NA
2019,"DHB","Capital & Coast","parity_summary","0",1323,2961,44.7,NA,NA
2019,"DHB","Capital & Coast","parity_summary","1",1079,2961,36.4,NA,NA
2019,"DHB","Capital & Coast","parity_summary","2",341,2961,11.5,NA,NA
2019,"DHB","Capital & Coast","parity_summary","3+",218,2961,7.4,NA,NA
2019,"DHB","Counties Manukau","parity_summary","0",3173,7976,39.8,NA,NA
2019,"DHB","Counties Manukau","parity_summary","1",2407,7976,30.2,NA,NA
2019,"DHB","Counties Manukau","parity_summary","2",1173,7976,14.7,NA,NA
2019,"DHB","Counties Manukau","parity_summary","3+",1223,7976,15.3,NA,NA
2019,"DHB","Counties Manukau","parity_summary","Unknown",21,7976,NA,NA,NA
2019,"DHB","Hawke's Bay","parity_summary","0",699,1920,36.4,NA,NA
2019,"DHB","Hawke's Bay","parity_summary","1",608,1920,31.7,NA,NA
2019,"DHB","Hawke's Bay","parity_summary","2",322,1920,16.8,NA,NA
2019,"DHB","Hawke's Bay","parity_summary","3+",291,1920,15.2,NA,NA
2019,"DHB","Hutt Valley","parity_summary","0",808,1840,43.9,NA,NA
2019,"DHB","Hutt Valley","parity_summary","1",621,1840,33.8,NA,NA
2019,"DHB","Hutt Valley","parity_summary","2",256,1840,13.9,NA,NA
2019,"DHB","Hutt Valley","parity_summary","3+",155,1840,8.4,NA,NA
2019,"DHB","Lakes","parity_summary","0",577,1532,37.7,NA,NA
2019,"DHB","Lakes","parity_summary","1",471,1532,30.7,NA,NA
2019,"DHB","Lakes","parity_summary","2",243,1532,15.9,NA,NA
2019,"DHB","Lakes","parity_summary","3+",241,1532,15.7,NA,NA
2019,"DHB","MidCentral","parity_summary","0",816,2112,38.6,NA,NA
2019,"DHB","MidCentral","parity_summary","1",707,2112,33.5,NA,NA
2019,"DHB","MidCentral","parity_summary","2",331,2112,15.7,NA,NA
2019,"DHB","MidCentral","parity_summary","3+",258,2112,12.2,NA,NA
2019,"DHB","Nelson Marlborough","parity_summary","0",585,1382,42.3,NA,NA
2019,"DHB","Nelson Marlborough","parity_summary","1",468,1382,33.9,NA,NA
2019,"DHB","Nelson Marlborough","parity_summary","2",204,1382,14.8,NA,NA
2019,"DHB","Nelson Marlborough","parity_summary","3+",125,1382,9,NA,NA
2019,"DHB","Nelson Marlborough","parity_summary","Unknown",1,1382,NA,NA,NA
2019,"DHB","Northland","parity_summary","0",766,2212,34.6,NA,NA
2019,"DHB","Northland","parity_summary","1",679,2212,30.7,NA,NA
2019,"DHB","Northland","parity_summary","2",392,2212,17.7,NA,NA
2019,"DHB","Northland","parity_summary","3+",375,2212,17,NA,NA
2019,"DHB","Northland","parity_summary","Unknown",7,2212,NA,NA,NA
2019,"DHB","South Canterbury","parity_summary","0",235,621,37.8,NA,NA
2019,"DHB","South Canterbury","parity_summary","1",233,621,37.5,NA,NA
2019,"DHB","South Canterbury","parity_summary","2",99,621,15.9,NA,NA
2019,"DHB","South Canterbury","parity_summary","3+",54,621,8.7,NA,NA
2019,"DHB","Southern","parity_summary","0",1409,3403,41.4,NA,NA
2019,"DHB","Southern","parity_summary","1",1176,3403,34.6,NA,NA
2019,"DHB","Southern","parity_summary","2",534,3403,15.7,NA,NA
2019,"DHB","Southern","parity_summary","3+",284,3403,8.3,NA,NA
2019,"DHB","Tairawhiti","parity_summary","0",213,666,32,NA,NA
2019,"DHB","Tairawhiti","parity_summary","1",211,666,31.7,NA,NA
2019,"DHB","Tairawhiti","parity_summary","2",129,666,19.4,NA,NA
2019,"DHB","Tairawhiti","parity_summary","3+",113,666,17,NA,NA
2019,"DHB","Taranaki","parity_summary","0",577,1501,38.4,NA,NA
2019,"DHB","Taranaki","parity_summary","1",470,1501,31.3,NA,NA
2019,"DHB","Taranaki","parity_summary","2",284,1501,18.9,NA,NA
2019,"DHB","Taranaki","parity_summary","3+",170,1501,11.3,NA,NA
2019,"DHB","Unknown","parity_summary","0",78,324,NA,NA,NA
2019,"DHB","Unknown","parity_summary","1",110,324,NA,NA,NA
2019,"DHB","Unknown","parity_summary","2",66,324,NA,NA,NA
2019,"DHB","Unknown","parity_summary","3+",70,324,NA,NA,NA
2019,"DHB","Unknown","parity_summary","Unknown",23,324,NA,NA,NA
2019,"DHB","Waikato","parity_summary","0",1979,5262,37.6,NA,NA
2019,"DHB","Waikato","parity_summary","1",1703,5262,32.4,NA,NA
2019,"DHB","Waikato","parity_summary","2",903,5262,17.2,NA,NA
2019,"DHB","Waikato","parity_summary","3+",677,5262,12.9,NA,NA
2019,"DHB","Wairarapa","parity_summary","0",182,513,35.5,NA,NA
2019,"DHB","Wairarapa","parity_summary","1",190,513,37,NA,NA
2019,"DHB","Wairarapa","parity_summary","2",79,513,15.4,NA,NA
2019,"DHB","Wairarapa","parity_summary","3+",62,513,12.1,NA,NA
2019,"DHB","Waitemata","parity_summary","0",3421,7573,45.2,NA,NA
2019,"DHB","Waitemata","parity_summary","1",2689,7573,35.5,NA,NA
2019,"DHB","Waitemata","parity_summary","2",910,7573,12,NA,NA
2019,"DHB","Waitemata","parity_summary","3+",553,7573,7.3,NA,NA
2019,"DHB","Waitemata","parity_summary","Unknown",109,7573,NA,NA,NA
2019,"DHB","West Coast","parity_summary","0",138,345,40,NA,NA
2019,"DHB","West Coast","parity_summary","1",95,345,27.5,NA,NA
2019,"DHB","West Coast","parity_summary","2",59,345,17.1,NA,NA
2019,"DHB","West Coast","parity_summary","3+",53,345,15.4,NA,NA
2019,"DHB","Whanganui","parity_summary","0",288,838,34.4,NA,NA
2019,"DHB","Whanganui","parity_summary","1",251,838,30,NA,NA
2019,"DHB","Whanganui","parity_summary","2",165,838,19.7,NA,NA
2019,"DHB","Whanganui","parity_summary","3+",134,838,16,NA,NA
2020,"DHB","Auckland","parity_summary","0",2390,4880,49,NA,NA
2020,"DHB","Auckland","parity_summary","1",1563,4880,32,NA,NA
2020,"DHB","Auckland","parity_summary","2",539,4880,11,NA,NA
2020,"DHB","Auckland","parity_summary","3+",388,4880,8,NA,NA
2020,"DHB","Auckland","parity_summary","Unknown",13,4880,NA,NA,NA
2020,"DHB","Bay of Plenty","parity_summary","0",1228,3106,39.5,NA,NA
2020,"DHB","Bay of Plenty","parity_summary","1",1006,3106,32.4,NA,NA
2020,"DHB","Bay of Plenty","parity_summary","2",495,3106,15.9,NA,NA
2020,"DHB","Bay of Plenty","parity_summary","3+",377,3106,12.1,NA,NA
2020,"DHB","Canterbury","parity_summary","0",2626,6145,42.7,NA,NA
2020,"DHB","Canterbury","parity_summary","1",2243,6145,36.5,NA,NA
2020,"DHB","Canterbury","parity_summary","2",808,6145,13.1,NA,NA
2020,"DHB","Canterbury","parity_summary","3+",468,6145,7.6,NA,NA
2020,"DHB","Capital & Coast","parity_summary","0",1396,2927,47.7,NA,NA
2020,"DHB","Capital & Coast","parity_summary","1",996,2927,34,NA,NA
2020,"DHB","Capital & Coast","parity_summary","2",339,2927,11.6,NA,NA
2020,"DHB","Capital & Coast","parity_summary","3+",196,2927,6.7,NA,NA
2020,"DHB","Counties Manukau","parity_summary","0",3239,8064,40.2,NA,NA
2020,"DHB","Counties Manukau","parity_summary","1",2549,8064,31.6,NA,NA
2020,"DHB","Counties Manukau","parity_summary","2",1104,8064,13.7,NA,NA
2020,"DHB","Counties Manukau","parity_summary","3+",1172,8064,14.5,NA,NA
2020,"DHB","Counties Manukau","parity_summary","Unknown",10,8064,NA,NA,NA
2020,"DHB","Hawke's Bay","parity_summary","0",764,1974,38.7,NA,NA
2020,"DHB","Hawke's Bay","parity_summary","1",613,1974,31.1,NA,NA
2020,"DHB","Hawke's Bay","parity_summary","2",316,1974,16,NA,NA
2020,"DHB","Hawke's Bay","parity_summary","3+",281,1974,14.2,NA,NA
2020,"DHB","Hutt Valley","parity_summary","0",761,1852,41.1,NA,NA
2020,"DHB","Hutt Valley","parity_summary","1",651,1852,35.2,NA,NA
2020,"DHB","Hutt Valley","parity_summary","2",265,1852,14.3,NA,NA
2020,"DHB","Hutt Valley","parity_summary","3+",175,1852,9.4,NA,NA
2020,"DHB","Lakes","parity_summary","0",513,1422,36.1,NA,NA
2020,"DHB","Lakes","parity_summary","1",448,1422,31.5,NA,NA
2020,"DHB","Lakes","parity_summary","2",214,1422,15,NA,NA
2020,"DHB","Lakes","parity_summary","3+",247,1422,17.4,NA,NA
2020,"DHB","MidCentral","parity_summary","0",794,2094,37.9,NA,NA
2020,"DHB","MidCentral","parity_summary","1",700,2094,33.4,NA,NA
2020,"DHB","MidCentral","parity_summary","2",349,2094,16.7,NA,NA
2020,"DHB","MidCentral","parity_summary","3+",251,2094,12,NA,NA
2020,"DHB","Nelson Marlborough","parity_summary","0",504,1285,39.2,NA,NA
2020,"DHB","Nelson Marlborough","parity_summary","1",490,1285,38.1,NA,NA
2020,"DHB","Nelson Marlborough","parity_summary","2",181,1285,14.1,NA,NA
2020,"DHB","Nelson Marlborough","parity_summary","3+",110,1285,8.6,NA,NA
2020,"DHB","Northland","parity_summary","0",813,2281,35.6,NA,NA
2020,"DHB","Northland","parity_summary","1",681,2281,29.9,NA,NA
2020,"DHB","Northland","parity_summary","2",379,2281,16.6,NA,NA
2020,"DHB","Northland","parity_summary","3+",408,2281,17.9,NA,NA
2020,"DHB","Northland","parity_summary","Unknown",11,2281,NA,NA,NA
2020,"DHB","South Canterbury","parity_summary","0",229,588,38.9,NA,NA
2020,"DHB","South Canterbury","parity_summary","1",209,588,35.5,NA,NA
2020,"DHB","South Canterbury","parity_summary","2",105,588,17.9,NA,NA
2020,"DHB","South Canterbury","parity_summary","3+",45,588,7.7,NA,NA
2020,"DHB","Southern","parity_summary","0",1360,3255,41.8,NA,NA
2020,"DHB","Southern","parity_summary","1",1121,3255,34.4,NA,NA
2020,"DHB","Southern","parity_summary","2",505,3255,15.5,NA,NA
2020,"DHB","Southern","parity_summary","3+",269,3255,8.3,NA,NA
2020,"DHB","Tairawhiti","parity_summary","0",238,693,34.3,NA,NA
2020,"DHB","Tairawhiti","parity_summary","1",219,693,31.6,NA,NA
2020,"DHB","Tairawhiti","parity_summary","2",127,693,18.3,NA,NA
